Time	Amplitude
0.00000	0.00000
0.01000	0.39087
0.02000	-0.03067
0.03000	0.47476
0.04000	-0.47145
0.05000	0.95558
0.06000	-0.19467
0.07000	1.39090
0.08000	-0.56456
0.09000	1.34093
0.10000	-0.45838
0.11000	1.90815
0.12000	-0.29573
0.13000	1.70924
0.14000	-0.50021
0.15000	1.85518
0.16000	0.03923
0.17000	1.92262
0.18000	-0.06029
0.19000	1.49257
0.20000	0.30449
0.21000	1.68872
0.22000	0.69491
0.23000	1.14812
0.24000	0.66995
0.25000	1.00000
0.26000	1.32610
0.27000	0.83611
0.28000	1.26967
0.29000	0.24844
0.30000	1.59762
0.31000	0.36699
0.32000	1.86995
0.33000	-0.17001
0.34000	1.64943
0.35000	-0.23715
0.36000	2.04124
0.37000	-0.25130
0.38000	1.66482
0.39000	-0.63330
0.40000	1.63395
0.41000	-0.26927
0.42000	1.52807
0.43000	-0.53934
0.44000	0.93092
0.45000	-0.33755
0.46000	0.96883
0.47000	-0.10000
0.48000	0.28134
0.49000	-0.26529
0.50000	0.00000
0.51000	0.26529
0.52000	-0.28134
0.53000	0.10000
0.54000	-0.96883
0.55000	0.33755
0.56000	-0.93092
0.57000	0.53934
0.58000	-1.52807
0.59000	0.26927
0.60000	-1.63395
0.61000	0.63330
0.62000	-1.66482
0.63000	0.25130
0.64000	-2.04124
0.65000	0.23715
0.66000	-1.64943
0.67000	0.17001
0.68000	-1.86995
0.69000	-0.36699
0.70000	-1.59762
0.71000	-0.24844
0.72000	-1.26967
0.73000	-0.83611
0.74000	-1.32610
0.75000	-1.00000
0.76000	-0.66995
0.77000	-1.14812
0.78000	-0.69491
0.79000	-1.68872
0.80000	-0.30449
0.81000	-1.49257
0.82000	0.06029
0.83000	-1.92262
0.84000	-0.03923
0.85000	-1.85518
0.86000	0.50021
0.87000	-1.70924
0.88000	0.29573
0.89000	-1.90815
0.90000	0.45838
0.91000	-1.34093
0.92000	0.56456
0.93000	-1.39090
0.94000	0.19467
0.95000	-0.95558
0.96000	0.47145
0.97000	-0.47476
0.98000	0.03067
0.99000	-0.39087
1.00000	0.00000
1.01000	0.39087
1.02000	-0.03067
1.03000	0.47476
1.04000	-0.47145
1.05000	0.95558
1.06000	-0.19467
1.07000	1.39090
1.08000	-0.56456
1.09000	1.34093
1.10000	-0.45838
1.11000	1.90815
1.12000	-0.29573
1.13000	1.70924
1.14000	-0.50021
1.15000	1.85518
1.16000	0.03923
1.17000	1.92262
1.18000	-0.06029
1.19000	1.49257
1.20000	0.30449
1.21000	1.68872
1.22000	0.69491
1.23000	1.14812
1.24000	0.66995
1.25000	1.00000
1.26000	1.32610
1.27000	0.83611
1.28000	1.26967
1.29000	0.24844
1.30000	1.59762
1.31000	0.36699
1.32000	1.86995
1.33000	-0.17001
1.34000	1.64943
1.35000	-0.23715
1.36000	2.04124
1.37000	-0.25130
1.38000	1.66482
1.39000	-0.63330
1.40000	1.63395
1.41000	-0.26927
1.42000	1.52807
1.43000	-0.53934
1.44000	0.93092
1.45000	-0.33755
1.46000	0.96883
1.47000	-0.10000
1.48000	0.28134
1.49000	-0.26529
1.50000	0.00000
1.51000	0.26529
1.52000	-0.28134
1.53000	0.10000
1.54000	-0.96883
1.55000	0.33755
1.56000	-0.93092
1.57000	0.53934
1.58000	-1.52807
1.59000	0.26927
1.60000	-1.63395
1.61000	0.63330
1.62000	-1.66482
1.63000	0.25130
1.64000	-2.04124
1.65000	0.23715
1.66000	-1.64943
1.67000	0.17001
1.68000	-1.86995
1.69000	-0.36699
1.70000	-1.59762
1.71000	-0.24844
1.72000	-1.26967
1.73000	-0.83611
1.74000	-1.32610
1.75000	-1.00000
1.76000	-0.66995
1.77000	-1.14812
1.78000	-0.69491
1.79000	-1.68872
1.80000	-0.30449
1.81000	-1.49257
1.82000	0.06029
1.83000	-1.92262
1.84000	-0.03923
1.85000	-1.85518
1.86000	0.50021
1.87000	-1.70924
1.88000	0.29573
1.89000	-1.90815
1.90000	0.45838
1.91000	-1.34093
1.92000	0.56456
1.93000	-1.39090
1.94000	0.19467
1.95000	-0.95558
1.96000	0.47145
1.97000	-0.47476
1.98000	0.03067
1.99000	-0.39087
2.00000	0.00000
2.01000	0.39087
2.02000	-0.03067
2.03000	0.47476
2.04000	-0.47145
2.05000	0.95558
2.06000	-0.19467
2.07000	1.39090
2.08000	-0.56456
2.09000	1.34093
2.10000	-0.45838
2.11000	1.90815
2.12000	-0.29573
2.13000	1.70924
2.14000	-0.50021
2.15000	1.85518
2.16000	0.03923
2.17000	1.92262
2.18000	-0.06029
2.19000	1.49257
2.20000	0.30449
2.21000	1.68872
2.22000	0.69491
2.23000	1.14812
2.24000	0.66995
2.25000	1.00000
2.26000	1.32610
2.27000	0.83611
2.28000	1.26967
2.29000	0.24844
2.30000	1.59762
2.31000	0.36699
