Time	Amplitude
0.00000	-0.23486
0.01000	0.04616
0.02000	-0.33513
0.03000	0.29287
0.04000	-0.05260
0.05000	0.73234
0.06000	0.01903
0.07000	0.43648
0.08000	-0.31270
0.09000	2.06782
0.10000	-0.09197
0.11000	1.79049
0.12000	-0.67281
0.13000	1.75948
0.14000	-0.87147
0.15000	1.75139
0.16000	-0.10707
0.17000	2.38233
0.18000	-0.01933
0.19000	2.02375
0.20000	0.48863
0.21000	1.17945
0.22000	0.65412
0.23000	1.38994
0.24000	0.69837
0.25000	1.40837
0.26000	1.10188
0.27000	1.33721
0.28000	1.42576
0.29000	0.82888
0.30000	1.71280
0.31000	0.32760
0.32000	1.75293
0.33000	-0.42903
0.34000	2.19525
0.35000	0.02452
0.36000	1.66076
0.37000	-0.30156
0.38000	2.04777
0.39000	-0.56674
0.40000	1.65802
0.41000	-0.38421
0.42000	1.39064
0.43000	-0.29831
0.44000	1.37260
0.45000	0.18631
0.46000	1.02526
0.47000	-0.61224
0.48000	0.07570
0.49000	-0.25497
0.50000	-0.20959
0.51000	-0.09376
0.52000	-0.27846
0.53000	0.70418
0.54000	-0.49302
0.55000	-0.04583
0.56000	-0.68163
0.57000	0.94370
0.58000	-1.72979
0.59000	0.05045
0.60000	-2.10679
0.61000	0.65007
0.62000	-2.26918
0.63000	0.30832
0.64000	-1.98458
0.65000	0.62244
0.66000	-1.85361
0.67000	-0.08438
0.68000	-1.82345
0.69000	-0.50417
0.70000	-2.07754
0.71000	-0.66217
0.72000	-1.72245
0.73000	-0.62961
0.74000	-0.84667
0.75000	-0.83437
0.76000	-0.86202
0.77000	-1.17118
0.78000	-0.86705
0.79000	-1.37322
0.80000	-0.49974
0.81000	-2.14320
0.82000	0.08003
0.83000	-2.28591
0.84000	0.33941
0.85000	-1.38988
0.86000	-0.36183
0.87000	-1.37548
0.88000	0.25843
0.89000	-2.13318
0.90000	0.63603
0.91000	-1.66132
0.92000	0.00131
0.93000	-2.27106
0.94000	0.64873
0.95000	-1.07677
0.96000	0.11295
0.97000	-0.92629
0.98000	-0.45601
0.99000	0.01949
1.00000	0.08233
1.01000	0.29070
1.02000	-0.33465
1.03000	0.43911
1.04000	-0.49978
1.05000	1.10643
1.06000	-0.53727
1.07000	1.52560
1.08000	-0.33337
1.09000	2.07513
1.10000	-0.55029
1.11000	2.09856
1.12000	-0.83458
1.13000	1.26794
1.14000	-0.46061
1.15000	1.70157
1.16000	-0.45134
1.17000	1.67229
1.18000	0.21850
1.19000	1.75612
1.20000	0.35291
1.21000	1.05655
1.22000	0.43553
1.23000	1.16275
1.24000	1.50705
1.25000	0.74145
1.26000	1.68304
1.27000	0.16662
1.28000	1.48490
1.29000	0.13705
1.30000	0.96222
1.31000	0.43869
1.32000	2.34010
1.33000	-0.15170
1.34000	2.00262
1.35000	0.06426
1.36000	1.49650
1.37000	-0.11803
1.38000	1.82580
1.39000	-0.28712
1.40000	1.67955
1.41000	-0.63538
1.42000	0.88875
1.43000	-0.98168
1.44000	0.68429
1.45000	0.29955
1.46000	0.68822
1.47000	0.01955
1.48000	0.29897
1.49000	-0.28274
1.50000	-0.31867
1.51000	0.22992
1.52000	-0.60563
1.53000	0.57923
1.54000	-0.71626
1.55000	0.77501
1.56000	-0.81898
1.57000	0.46363
1.58000	-1.44959
1.59000	0.52493
1.60000	-1.99405
1.61000	0.46449
1.62000	-2.14932
1.63000	0.72869
1.64000	-2.11523
1.65000	-0.35697
1.66000	-1.93149
1.67000	0.07794
1.68000	-1.63471
1.69000	-0.10736
1.70000	-1.35626
1.71000	-0.56001
1.72000	-1.25597
1.73000	-0.80495
1.74000	-0.53437
1.75000	-1.01450
1.76000	-0.38721
1.77000	-1.42061
1.78000	-0.05643
1.79000	-1.37267
1.80000	-0.26314
1.81000	-1.49134
1.82000	0.24627
1.83000	-2.10107
1.84000	0.08617
1.85000	-1.75694
1.86000	-0.03979
1.87000	-2.23110
1.88000	0.19452
1.89000	-1.82606
1.90000	0.41895
1.91000	-1.63144
1.92000	0.41768
1.93000	-1.89807
1.94000	0.48808
1.95000	-1.20523
1.96000	-0.04634
1.97000	0.13760
1.98000	-0.05689
1.99000	-0.22797
2.00000	0.07515
2.01000	-0.11118
2.02000	-0.58156
2.03000	0.19834
2.04000	0.11212
2.05000	1.07382
2.06000	-0.64119
2.07000	1.39471
2.08000	-0.10495
2.09000	1.76783
2.10000	-0.59715
2.11000	1.44278
2.12000	-0.20521
2.13000	1.89374
2.14000	-0.22598
2.15000	1.79308
2.16000	-0.06041
2.17000	1.40649
2.18000	-0.09336
2.19000	1.09721
2.20000	0.21192
2.21000	1.68624
2.22000	0.37586
2.23000	1.35314
2.24000	0.66694
2.25000	0.82425
2.26000	1.34929
2.27000	0.60321
2.28000	0.98669
2.29000	0.16959
2.30000	1.43261
2.31000	-0.23084
2.32000	1.95986
2.33000	-0.06237
2.34000	1.67276
2.35000	-0.04150
2.36000	1.55660
2.37000	-0.38421
2.38000	2.04098
2.39000	-0.53761
2.40000	1.76827
2.41000	-0.52097
2.42000	1.58581
2.43000	-0.42255
2.44000	1.00510
2.45000	-0.59586
2.46000	0.89773
2.47000	-0.80202
2.48000	0.13867
2.49000	0.12064
2.50000	0.12734
2.51000	0.93998
2.52000	-0.87246
2.53000	0.14606
2.54000	-1.12465
2.55000	0.40900
2.56000	-0.85299
2.57000	0.44521
2.58000	-1.37898
2.59000	0.38573
2.60000	-1.50945
2.61000	0.49863
2.62000	-1.76851
2.63000	0.17866
2.64000	-1.83679
2.65000	0.02996
2.66000	-1.45806
2.67000	0.04262
2.68000	-1.82534
2.69000	0.28254
2.70000	-1.76955
2.71000	-0.11295
2.72000	-1.04490
2.73000	-0.83212
2.74000	-1.02198
2.75000	-1.55890
2.76000	-0.63179
2.77000	-1.62363
2.78000	-0.35693
2.79000	-0.99697
2.80000	-0.52623
2.81000	-1.42542
2.82000	0.23750
2.83000	-1.50751
2.84000	0.09935
2.85000	-1.61745
2.86000	0.37455
2.87000	-1.81496
2.88000	0.10610
2.89000	-1.66345
2.90000	0.17978
2.91000	-1.56667
2.92000	-0.12170
2.93000	-1.40946
2.94000	0.49974
2.95000	-0.38375
2.96000	-0.22399
2.97000	-0.44456
2.98000	0.09970
2.99000	0.15833
3.00000	0.68245
3.01000	-0.18341
3.02000	0.11548
3.03000	1.59730
3.04000	0.10396
3.05000	0.39237
3.06000	-0.00818
3.07000	0.92347
3.08000	-0.44264
3.09000	1.61270
3.10000	-0.51042
3.11000	1.19223
3.12000	-0.42163
3.13000	1.49586
3.14000	-0.89848
3.15000	2.28637
3.16000	-0.28085
3.17000	2.27060
3.18000	0.18687
3.19000	1.56588
3.20000	0.18035
3.21000	1.44795
3.22000	0.28614
3.23000	1.35652
3.24000	0.65968
3.25000	1.08851
3.26000	1.16031
3.27000	0.72457
3.28000	0.83382
3.29000	0.86541
3.30000	1.59573
3.31000	-0.10171
3.32000	2.07092
3.33000	-0.42774
3.34000	1.88194
3.35000	0.06139
3.36000	1.78296
3.37000	-0.39719
3.38000	2.01047
3.39000	-0.70289
3.40000	2.59596
3.41000	-0.59668
3.42000	1.38101
3.43000	0.09237
3.44000	1.41786
3.45000	-0.14151
3.46000	0.91913
3.47000	-0.77988
3.48000	0.33967
3.49000	-0.28086
3.50000	-0.48199
3.51000	0.42913
3.52000	-0.03345
3.53000	0.61887
3.54000	-1.03778
3.55000	0.74117
3.56000	-1.11900
3.57000	0.13438
3.58000	-1.01825
3.59000	0.51359
3.60000	-1.58970
3.61000	0.44845
3.62000	-1.68217
3.63000	0.28828
3.64000	-1.70565
3.65000	0.38545
3.66000	-2.42217
3.67000	-0.06310
3.68000	-1.70445
3.69000	-0.24787
3.70000	-1.89290
3.71000	0.15398
3.72000	-1.57119
3.73000	-0.63217
3.74000	-1.03307
3.75000	-1.49447
3.76000	-0.84244
3.77000	-1.30942
3.78000	-0.62739
3.79000	-1.27095
