Time	Amplitude
0.00000	0.00000
0.01000	0.58779
0.02000	0.95106
0.03000	0.95106
0.04000	0.58779
0.05000	0.00000
0.06000	-0.58779
0.07000	-0.95106
0.08000	-0.95106
0.09000	-0.58779
0.10000	0.00000
0.11000	0.58779
0.12000	0.95106
0.13000	0.95106
0.14000	0.58779
0.15000	0.00000
0.16000	-0.58779
0.17000	-0.95106
0.18000	-0.95106
0.19000	-0.58779
0.20000	0.00000
0.21000	0.58779
0.22000	0.95106
0.23000	0.95106
0.24000	0.58779
0.25000	0.00000
0.26000	-0.58779
0.27000	-0.95106
0.28000	-0.95106
0.29000	-0.58779
0.30000	0.00000
0.31000	0.58779
0.32000	0.95106
0.33000	0.95106
0.34000	0.58779
0.35000	0.00000
0.36000	-0.58779
0.37000	-0.95106
0.38000	-0.95106
0.39000	-0.58779
0.40000	0.00000
0.41000	0.58779
0.42000	0.95106
0.43000	0.95106
0.44000	0.58779
0.45000	0.00000
0.46000	-0.58779
0.47000	-0.95106
0.48000	-0.95106
0.49000	-0.58779
0.50000	0.00000
0.51000	0.58779
0.52000	0.95106
0.53000	0.95106
0.54000	0.58779
0.55000	0.00000
0.56000	-0.58779
0.57000	-0.95106
0.58000	-0.95106
0.59000	-0.58779
0.60000	0.00000
0.61000	0.58779
0.62000	0.95106
0.63000	0.95106
0.64000	0.58779
0.65000	0.00000
0.66000	-0.58779
0.67000	-0.95106
0.68000	-0.95106
0.69000	-0.58779
0.70000	0.00000
0.71000	0.58779
0.72000	0.95106
0.73000	0.95106
0.74000	0.58779
0.75000	0.00000
0.76000	-0.58779
0.77000	-0.95106
0.78000	-0.95106
0.79000	-0.58779
0.80000	0.00000
0.81000	0.58779
0.82000	0.95106
0.83000	0.95106
0.84000	0.58779
0.85000	0.00000
0.86000	-0.58779
0.87000	-0.95106
0.88000	-0.95106
0.89000	-0.58779
0.90000	0.00000
0.91000	0.58779
0.92000	0.95106
0.93000	0.95106
0.94000	0.58779
0.95000	0.00000
0.96000	-0.58779
0.97000	-0.95106
0.98000	-0.95106
0.99000	-0.58779
1.00000	0.00000
1.01000	0.58779
1.02000	0.95106
1.03000	0.95106
1.04000	0.58779
1.05000	0.00000
1.06000	-0.58779
1.07000	-0.95106
1.08000	-0.95106
1.09000	-0.58779
1.10000	0.00000
1.11000	0.58779
1.12000	0.95106
1.13000	0.95106
1.14000	0.58779
1.15000	0.00000
1.16000	-0.58779
1.17000	-0.95106
1.18000	-0.95106
1.19000	-0.58779
1.20000	0.00000
1.21000	0.58779
1.22000	0.95106
1.23000	0.95106
1.24000	0.58779
1.25000	0.00000
1.26000	-0.58779
1.27000	-0.95106
1.28000	-0.95106
1.29000	-0.58779
1.30000	0.00000
1.31000	0.58779
1.32000	0.95106
1.33000	0.95106
1.34000	0.58779
1.35000	0.00000
1.36000	-0.58779
1.37000	-0.95106
1.38000	-0.95106
1.39000	-0.58779
1.40000	0.00000
1.41000	0.58779
1.42000	0.95106
1.43000	0.95106
1.44000	0.58779
1.45000	0.00000
1.46000	-0.58779
1.47000	-0.95106
1.48000	-0.95106
1.49000	-0.58779
1.50000	0.00000
1.51000	0.58779
1.52000	0.95106
1.53000	0.95106
1.54000	0.58779
1.55000	0.00000
1.56000	-0.58779
1.57000	-0.95106
1.58000	-0.95106
1.59000	-0.58779
1.60000	0.00000
1.61000	0.58779
1.62000	0.95106
1.63000	0.95106
1.64000	0.58779
1.65000	0.00000
1.66000	-0.58779
1.67000	-0.95106
1.68000	-0.95106
1.69000	-0.58779
1.70000	0.00000
1.71000	0.58779
1.72000	0.95106
1.73000	0.95106
1.74000	0.58779
1.75000	0.00000
1.76000	-0.58779
1.77000	-0.95106
1.78000	-0.95106
1.79000	-0.58779
1.80000	0.00000
1.81000	0.58779
1.82000	0.95106
1.83000	0.95106
1.84000	0.58779
1.85000	0.00000
1.86000	-0.58779
1.87000	-0.95106
1.88000	-0.95106
1.89000	-0.58779
1.90000	0.00000
1.91000	0.58779
1.92000	0.95106
1.93000	0.95106
1.94000	0.58779
1.95000	0.00000
1.96000	-0.58779
1.97000	-0.95106
1.98000	-0.95106
1.99000	-0.58779
2.00000	0.00000
2.01000	0.58779
2.02000	0.95106
2.03000	0.95106
2.04000	0.58779
2.05000	0.00000
2.06000	-0.58779
2.07000	-0.95106
2.08000	-0.95106
2.09000	-0.58779
2.10000	0.00000
2.11000	0.58779
2.12000	0.95106
2.13000	0.95106
2.14000	0.58779
2.15000	0.00000
2.16000	-0.58779
2.17000	-0.95106
2.18000	-0.95106
2.19000	-0.58779
2.20000	0.00000
2.21000	0.58779
2.22000	0.95106
2.23000	0.95106
2.24000	0.58779
2.25000	0.00000
2.26000	-0.58779
2.27000	-0.95106
2.28000	-0.95106
2.29000	-0.58779
2.30000	0.00000
2.31000	0.58779
2.32000	0.95106
2.33000	0.95106
2.34000	0.58779
2.35000	0.00000
2.36000	-0.58779
2.37000	-0.95106
2.38000	-0.95106
2.39000	-0.58779
2.40000	0.00000
2.41000	0.58779
2.42000	0.95106
2.43000	0.95106
2.44000	0.58779
2.45000	0.00000
2.46000	-0.58779
2.47000	-0.95106
2.48000	-0.95106
2.49000	-0.58779
2.50000	0.00000
2.51000	0.58779
2.52000	0.95106
2.53000	0.95106
2.54000	0.58779
2.55000	0.00000
2.56000	-0.58779
2.57000	-0.95106
2.58000	-0.95106
2.59000	-0.58779
2.60000	0.00000
2.61000	0.58779
2.62000	0.95106
2.63000	0.95106
2.64000	0.58779
2.65000	0.00000
2.66000	-0.58779
2.67000	-0.95106
2.68000	-0.95106
2.69000	-0.58779
2.70000	0.00000
2.71000	0.58779
2.72000	0.95106
2.73000	0.95106
2.74000	0.58779
2.75000	0.00000
2.76000	-0.58779
2.77000	-0.95106
2.78000	-0.95106
2.79000	-0.58779
2.80000	0.00000
2.81000	0.58779
2.82000	0.95106
2.83000	0.95106
2.84000	0.58779
2.85000	0.00000
2.86000	-0.58779
2.87000	-0.95106
2.88000	-0.95106
2.89000	-0.58779
2.90000	0.00000
2.91000	0.58779
2.92000	0.95106
2.93000	0.95106
2.94000	0.58779
2.95000	0.00000
2.96000	-0.58779
2.97000	-0.95106
2.98000	-0.95106
2.99000	-0.58779
3.00000	0.00000
3.01000	0.58779
3.02000	0.95106
3.03000	0.95106
3.04000	0.58779
3.05000	0.00000
3.06000	-0.58779
3.07000	-0.95106
3.08000	-0.95106
3.09000	-0.58779
3.10000	0.00000
3.11000	0.58779
3.12000	0.95106
3.13000	0.95106
3.14000	0.58779
3.15000	0.00000
3.16000	-0.58779
3.17000	-0.95106
3.18000	-0.95106
3.19000	-0.58779
3.20000	0.00000
3.21000	0.58779
3.22000	0.95106
3.23000	0.95106
3.24000	0.58779
3.25000	0.00000
3.26000	-0.58779
3.27000	-0.95106
3.28000	-0.95106
3.29000	-0.58779
3.30000	0.00000
3.31000	0.58779
3.32000	0.95106
3.33000	0.95106
3.34000	0.58779
3.35000	0.00000
3.36000	-0.58779
3.37000	-0.95106
3.38000	-0.95106
3.39000	-0.58779
3.40000	0.00000
3.41000	0.58779
3.42000	0.95106
3.43000	0.95106
3.44000	0.58779
3.45000	0.00000
3.46000	-0.58779
3.47000	-0.95106
3.48000	-0.95106
3.49000	-0.58779
3.50000	0.00000
3.51000	0.58779
3.52000	0.95106
3.53000	0.95106
3.54000	0.58779
3.55000	0.00000
3.56000	-0.58779
3.57000	-0.95106
3.58000	-0.95106
3.59000	-0.58779
3.60000	0.00000
3.61000	0.58779
3.62000	0.95106
3.63000	0.95106
3.64000	0.58779
3.65000	0.00000
3.66000	-0.58779
3.67000	-0.95106
3.68000	-0.95106
3.69000	-0.58779
3.70000	0.00000
3.71000	0.58779
3.72000	0.95106
3.73000	0.95106
3.74000	0.58779
3.75000	0.00000
3.76000	-0.58779
3.77000	-0.95106
3.78000	-0.95106
3.79000	-0.58779
3.80000	0.00000
3.81000	0.58779
3.82000	0.95106
3.83000	0.95106
3.84000	0.58779
3.85000	0.00000
3.86000	-0.58779
3.87000	-0.95106
3.88000	-0.95106
3.89000	-0.58779
3.90000	0.00000
